TIMESTAMP,DSWRF_SFC_0000,DSWRF_SFC_0001,DSWRF_SFC_0002,DSWRF_SFC_0003,DSWRF_SFC_0004,DSWRF_SFC_0005,DSWRF_SFC_0006,DSWRF_SFC_0007,DSWRF_SFC_0008,DSWRF_SFC_0009,DSWRF_SFC_0010,DSWRF_SFC_0011,DSWRF_SFC_0012,DSWRF_SFC_0013,DSWRF_SFC_0014,DSWRF_SFC_0015,DSWRF_SFC_0016,DSWRF_SFC_0017,DSWRF_SFC_0018,DSWRF_SFC_0019,DSWRF_SFC_0020,DSWRF_SFC_0021,DSWRF_SFC_0022,DSWRF_SFC_0023,DSWRF_SFC_0024,TCC_EATM_0000,TCC_EATM_0001,TCC_EATM_0002,TCC_EATM_0003,TCC_EATM_0004,TCC_EATM_0005,TCC_EATM_0006,TCC_EATM_0007,TCC_EATM_0008,TCC_EATM_0009,TCC_EATM_0010,TCC_EATM_0011,TCC_EATM_0012,TCC_EATM_0013,TCC_EATM_0014,TCC_EATM_0015,TCC_EATM_0016,TCC_EATM_0017,TCC_EATM_0018,TCC_EATM_0019,TCC_EATM_0020,TCC_EATM_0021,TCC_EATM_0022,TCC_EATM_0023,TCC_EATM_0024,VIS_SFC_0000,VIS_SFC_0001,VIS_SFC_0002,VIS_SFC_0003,VIS_SFC_0004,VIS_SFC_0005,VIS_SFC_0006,VIS_SFC_0007,VIS_SFC_0008,VIS_SFC_0009,VIS_SFC_0010,VIS_SFC_0011,VIS_SFC_0012,VIS_SFC_0013,VIS_SFC_0014,VIS_SFC_0015,VIS_SFC_0016,VIS_SFC_0017,VIS_SFC_0018,VIS_SFC_0019,VIS_SFC_0020,VIS_SFC_0021,VIS_SFC_0022,VIS_SFC_0023,VIS_SFC_0024,time_of_day_cos,time_of_day_sin,time_of_year_cos,time_of_year_sin,SOLARRADIATION_0003
'2017-06-19 00:00:00+00:00',44,0,0,0,0,0,0,0,0,0,0,50.5,231,379,569,762.006226,781.050293,770.469727,780.516174,723.735901,468.638611,284,143,68,32,0,2,27,40,0,0,0,2,2,0,0,3,3,67,77,65,95,100,100,100,100,100,100,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.999667,0.025818,0
'2017-06-19 06:00:00+00:00',0,0,0,0,0,25.800001,112,215,339,731.152527,904.690308,937.166992,939.225159,426.163452,317.519531,215.552261,138.038361,66,21,0,0,0,0,0,0,1,14,53,51,71,73,84,85,68,18,12,34,58,99,100,100,100,100,100,100,100,99,100,100,100,24100,24100,18300,18300,1800,1700,100,1900,24100,24100,24100,24100,24100,24100,24100,24100,24100,11400,11000,13400,8200,6900,9600,10000,11300,0,1,-0.999769,0.021516,0
'2017-06-19 12:00:00+00:00',284,428,626,771,779.176147,584.281677,413.86438,386.604004,373.50824,277.165894,207.438797,128,69,0,0,0,0,0,0,0,0,0,0,8.400001,37,1,1,1,44,100,97,100,100,100,100,97,90,66,80,100,100,100,100,100,100,96,100,100,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,22600,22600,19600,16500,23100,24100,24100,23700,-1,0,-0.999852,0.017213,397.1
'2017-06-19 18:00:00+00:00',807.149902,520.931946,583.660767,394.063934,258.744904,140,38,0,0,0,0,0,0,0,0,0,0,6,25,8,8,7.324097,21,71.181351,82.136398,71,100,89,100,100,100,100,100,100,100,100,86,79,84,76,91,92,100,100,100,100,100,100,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,23300,24100,24100,21200,12800,21900,16600,1400,1100,2000,4200,7700,-0,-1,-0.999917,0.01291,727.9
'2017-06-20 00:00:00+00:00',33,0,0,0,0,0,0,0,0,0,0,9,22,35,67,121,141.155228,159.796844,208,339.150024,322.307281,194.443985,140,70,16,93,100,100,100,100,93,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,22900,22300,18300,5300,5400,5900,6700,8000,7900,6700,5600,5800,24100,1,-0,-0.999963,0.008607,0.02
'2017-06-20 06:00:00+00:00',0,0,0,0,0,7,47,95,165,287,282.13681,192,117.073189,93,42.20047,58.628712,47.027523,20,6,0,0,0,0,0,0,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24100,21200,24100,24100,9700,18900,11900,8000,7500,5800,5600,4600,3700,3500,4700,11100,13500,10100,8000,11900,22800,24100,18600,24100,24100,-0,1,-0.999991,0.004304,0
'2017-06-20 12:00:00+00:00',125,140,209,404.166351,462,261.240295,134.398972,95.139786,66.451202,52,40.555771,42,22,0,0,0,0,0,0,0,0,0,0,9.2,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24100,23600,19800,19500,10600,6300,5100,5600,6900,19100,24000,24100,24100,21900,20500,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-1,0,97.8
'2017-06-20 18:00:00+00:00',197.842895,187,165.328369,141.03009,91,54,20,0,0,0,0,0,0,0,0,0,0,9.1,54.900002,247,299,113.996025,269.052887,315,398.808136,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83,14300,23100,12200,13100,12900,24100,23600,10500,17000,18400,18400,18500,18400,2600,100,100,100,100,6600,24100,24100,19900,8700,24100,24100,-0,-1,-0.999991,-0.004304,51.74
'2017-06-21 00:00:00+00:00',9,0,0,0,0,0,0,0,0,0,0,13.400001,33.700001,31,64,167.473496,193.424652,60.623478,80.09063,96.098358,84.951324,69.286263,84.388985,256,65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,54,40,23900,18600,18400,18400,18500,2200,600,24100,24100,24100,18700,2900,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.999963,-0.008607,0
'2017-06-21 06:00:00+00:00',0,0,0,0,0,1.6,7.3,10,14,12.806774,35.600037,66.727371,81.216789,106.006867,126.089905,102.670868,62.820671,25,6,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,97,93,81,92,99,100,100,100,100,89,78,48,24100,24100,24100,24100,24100,24100,24100,24100,19500,10600,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.999917,-0.01291,0
'2017-06-21 12:00:00+00:00',25,70,151,62.005768,50.400669,60.308197,78.813484,127.348267,100.354134,78.143707,85,60,16,0,0,0,0,0,0,0,0,0,0,8,53.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,91,100,100,100,100,100,100,100,24100,24100,24100,24100,24100,24100,19700,17500,24100,24100,24100,24100,24100,24100,24100,12100,24100,18300,600,16400,24100,24100,24100,24100,24100,-1,-0,-0.999852,-0.017213,197.2
'2017-06-21 18:00:00+00:00',239.281311,249.465683,261.076599,196.110443,82.557579,55,18,0,0,0,0,0,0,0,0,0,0,11.1,37.5,115,250,247,564.408813,640.062073,750.013184,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,92,69,82,20700,7700,6000,6300,10000,22200,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,18600,3300,24100,24100,20200,11300,24100,0,-1,-0.999769,-0.021516,137.1
'2017-06-22 00:00:00+00:00',13,0,0,0,0,0,0,0,0,0,0,8.5,16.4,92,90,214.194687,343.282623,208.49765,130.038391,359.053772,131.633682,74.380661,165,75,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24100,19100,18600,2500,2100,100,200,17700,2200,6100,22500,3300,2700,2900,2800,9000,24100,24100,24100,24100,22200,24100,24100,24100,7100,1,-0,-0.999667,-0.025818,0
'2017-06-22 06:00:00+00:00',0,0,0,0,0,10.2,22.800001,39,111,142,520.577393,245.390015,588.149048,835.430664,233.380371,607.034912,23.96768,130,46,0,0,0,0,0,0,100,98,65,100,100,100,100,100,100,100,100,100,98,70,65,39,96,89,57,69,36,14,92,65,63,24100,18800,18300,200,100,100,100,200,24100,20600,23200,24100,24100,24100,24100,21800,13700,24100,23900,6200,24100,24100,24100,24100,24100,0,1,-0.999546,-0.03012,0
'2017-06-22 12:00:00+00:00',50,102,198,312,374,317.954224,781.201904,189.281387,210.724564,356.002289,206.446136,3,8,0,0,0,0,0,0,0,0,0,0,49.900002,234,100,100,100,100,100,100,100,100,97,89,95,100,100,100,99,91,60,98,33,6,12,5,4,3,1,17800,24100,24100,24100,24100,24100,19800,6800,24100,24100,24100,1900,18400,5700,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.999407,-0.034422,262.9
'2017-06-22 18:00:00+00:00',728.291016,440.125366,322.195526,258.183533,165.182358,54,19,0,0,0,0,0,0,0,0,0,0,45.900002,228,434,618,796,917.206848,986.87085,996.825928,90,99,100,100,100,100,100,100,62,48,12,18,22,26,13,10,8,25,6,4,15,2,0,0,0,24100,24100,24100,24100,24100,24100,24100,23800,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.99925,-0.038722,183.1
'2017-06-23 00:00:00+00:00',34,0,0,0,0,0,0,0,0,0,0,49.600002,233,436,640,808.331116,928.099304,996.030701,1004.086548,950.815796,842.689819,683.059692,491.416199,283,83,94,94,91,89,42,9,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,0,-0.999074,-0.043022,0
'2017-06-23 06:00:00+00:00',0,0,0,0,0,12.5,52,99,156,232.983841,335.711731,718.894714,936.414368,898.305359,832.423706,677.016052,489,283,88,0,0,0,0,0,0,47,80,97,97,97,100,100,100,100,100,100,88,39,0,0,3,0,0,0,8,30,26,22,21,43,24100,16000,100,100,100,100,100,100,16000,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,22900,0,1,-0.99888,-0.047321,0
'2017-06-23 12:00:00+00:00',291,435,328,188.593979,370.116089,991.425964,1000.744202,945.161926,834.384338,676,488,283,78,0,0,0,0,0,0,0,0,0,0,22.4,93,0,25,67,93,98,11,0,0,0,0,0,2,0,0,1,57,97,91,28,51,48,43,45,45,58,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,22600,9800,1100,24100,24100,24100,24100,24100,24100,12400,-1,0,-0.998667,-0.05162,770.8
'2017-06-23 18:00:00+00:00',943.322815,922.468201,805,615.565735,161.290817,109,55,0,0,0,0,0,0,0,0,0,0,18.5,42,105,447,365.528809,831.746948,214.059235,128.106537,35,30,12,63,100,100,100,27,0,0,2,20,42,81,100,91,91,61,100,100,76,58,60,65,79,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,12600,24100,24100,19000,24100,24100,10600,9900,14400,11600,20200,-0,-1,-0.998435,-0.055917,666.3
'2017-06-24 00:00:00+00:00',47,0,0,0,0,0,0,0,0,0,0,16.800001,86.599998,64,211,733.197205,840,751.523438,838.643982,915.062561,725.18689,368.889404,175.08226,205,76,0,0,0,0,37,100,100,83,60,93,70,75,86,100,100,59,72,65,54,38,72,93,87,41,45,24100,24100,24100,24100,24100,22000,5700,18400,6700,24100,24100,24100,24100,24100,19200,11200,12600,11900,24100,23100,12700,11500,11500,21600,22800,1,-0,-0.998186,-0.060213,0
'2017-06-24 06:00:00+00:00',0,0,0,0,0,9.6,46,85,78,12.122455,161.026611,260.084747,864.062805,58.397537,445.76355,68.296265,321.366363,279,82,0,0,0,0,0,0,48,75,53,61,76,88,79,89,91,100,94,87,78,100,94,98,76,22,34,74,4,54,88,57,35,24100,24100,24100,24100,23200,24100,24100,6800,8000,18200,24100,24100,24100,23100,20800,20100,21900,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.997917,-0.064508,0
'2017-06-24 12:00:00+00:00',57,90,252,683.846313,886.800354,902.728088,775.686218,190.331619,305.511719,235.016418,34.121201,273,14,0,0,0,0,0,0,0,0,0,0,33,132,100,100,77,36,21,49,66,100,100,79,97,16,78,38,17,34,10,13,44,45,72,71,70,61,69,24100,24100,9200,14600,22800,20900,11500,8600,20700,19400,23400,13800,20800,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,-0,-0.99763,-0.068802,177.2
'2017-06-24 18:00:00+00:00',771.108643,772.378906,772.55249,668.616882,467.640167,241,49,0,0,0,0,0,0,0,0,0,0,47.100002,214,418,620,789.032776,926.032043,990.062866,968.637207,93,68,22,0,5,42,61,27,10,0,12,20,22,13,1,3,3,0,0,0,0,0,0,0,89,9500,23500,18400,24100,24100,24100,15700,21300,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.997325,-0.073095,606
'2017-06-25 00:00:00+00:00',30,0,0,0,0,0,0,0,0,0,0,21,192,408,567,756.217896,829.15564,838.904724,793.481628,887.566406,655.11792,254.413254,159.384918,77,66,26,5,2,26,36,100,100,100,100,99,91,67,40,44,21,10,16,90,70,40,100,100,100,98,86,24100,24100,24100,18100,23500,200,0,0,0,0,0,2500,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.997001,-0.077386,0
'2017-06-25 06:00:00+00:00',0,0,0,0,0,15,67,156,316,623.579834,712.62616,813.715576,745.681885,723.487366,823.381592,460.039642,281.867676,291,93,0,0,0,0,0,0,96,100,98,79,66,75,78,76,70,46,29,26,51,77,32,97,100,13,15,24,100,94,97,96,100,24100,22300,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.996659,-0.081676,0
'2017-06-25 12:00:00+00:00',276.100006,390,612,733.198914,894.12384,899.063965,718.952026,677.257568,814.429382,662.101318,457.624298,290,92,0,0,0,0,0,0,0,0,0,0,38.200001,105,0,0,2,17,18,98,100,99,63,71,49,20,16,24,85,69,30,39,11,0,0,1,22,38,59,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.996298,-0.085965,436.2
'2017-06-25 18:00:00+00:00',1007.824463,962.77356,853.32019,693.520874,180.573547,124,83,0,0,0,0,0,0,0,0,0,0,27.6,68,170,376,639,840,955.725098,1018.236877,7,17,2,24,93,65,42,88,100,53,32,15,2,9,7,12,21,41,80,76,59,39,38,27,13,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,-1,-0.995919,-0.090252,749.1
'2017-06-26 00:00:00+00:00',50,0,0,0,0,0,0,0,0,0,0,18.300001,73,102,225,391,939.443726,1014,1024.914795,969.826538,857.493897,698,506.657349,295,81,0,3,26,99,99,76,40,25,22,21,31,64,64,71,67,79,3,0,0,0,0,0,0,0,35,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,0,-0.995521,-0.094537,0
'2017-06-26 06:00:00+00:00',0,0,0,0,0,28.800001,54,128,187,245.11766,315.602234,473.528931,662.075073,959.972046,853.994019,696.125793,504.163117,293,93,0,0,0,0,0,0,3,0,0,1,10,32,74,97,93,82,82,82,53,20,10,1,1,1,1,6,1,1,61,52,28,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.995105,-0.09882,0
'2017-06-26 12:00:00+00:00',251,264,212,306.577393,424.290192,853.160339,1018.425842,969.2901,858.244873,699.119141,507,294,94,0,0,0,0,0,0,0,0,0,0,33.600002,185,21,44,69,95,83,53,11,0,3,2,2,2,0,0,1,15,18,79,74,6,4,53,34,29,38,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.994671,-0.103102,723.6
'2017-06-26 18:00:00+00:00',1006.153809,965,856.52478,696.909973,505.105652,295,94,0,0,0,0,0,0,0,0,0,0,43.600002,199,241,197,302.473969,931.911865,1001.648193,988.423279,0,0,0,0,0,0,0,2,3,0,2,25,28,25,24,9,92,42,41,53,84,75,31,1,0,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.994218,-0.107381,697.4
'2017-06-27 00:00:00+00:00',50,0,0,0,0,0,0,0,0,0,0,31.9,204,377,553,758.027222,930.015686,1005.261108,1014.744202,964.097473,854.650269,697.250916,506.015442,295,94,0,0,0,0,0,1,30,92,99,46,95,99,60,70,97,74,26,0,1,0,2,2,1,2,0,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.993747,-0.111659,0
'2017-06-27 06:00:00+00:00',0,0,0,0,0,29.9,33,80,131,336.022339,849.396973,946.177795,961.889038,439.003326,239.604355,551.289063,498,295,93,0,0,0,0,0,0,0,71,100,40,86,62,100,100,100,100,67,46,28,61,94,59,29,5,9,9,9,0,4,8,29,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,1,-0.993257,-0.115935,0
'2017-06-27 12:00:00+00:00',283,229,326,771.180664,839.746948,675.564941,362.062805,864.957153,847.752869,697.581482,505.80069,295,94,0,0,0,0,0,0,0,0,0,0,44.400002,215,35,79,51,8,61,70,89,45,23,3,0,0,1,0,2,9,0,0,22,4,29,3,21,20,30,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.992749,-0.120208,775.9
'2017-06-27 18:00:00+00:00',949.869507,945.649292,850,696.232239,506.511505,296,94,0,0,0,0,0,0,0,0,0,0,44.200001,230,441,639,768,914.375916,850.438782,781.177124,34,15,11,1,0,0,0,0,0,0,3,3,11,17,25,30,39,38,14,1,2,60,29,71,56,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.992222,-0.124479,721.5
'2017-06-28 00:00:00+00:00',51,0,0,0,0,0,0,0,0,0,0,44.299999,211,422,618,782.726257,917.695801,981.201904,980.880493,841.482788,565.219788,411.098785,390,269,89,0,0,0,0,0,0,6,25,36,27,19,33,39,31,31,49,34,40,34,68,67,75,62,44,4,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.991677,-0.128748,0
'2017-06-28 06:00:00+00:00',0,0,0,0,0,42.400002,221,441,641,813,936.206116,1005.053223,940.377319,852.367676,550.526001,408.806091,271.623871,169,90,0,0,0,0,0,0,0,0,13,24,48,44,27,4,5,1,0,11,47,59,81,81,81,70,39,33,74,24,67,93,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.991114,-0.133015,0
'2017-06-28 12:00:00+00:00',293,444,644,812.170227,934.327209,1005.21991,1013.480103,955.689392,617.540405,322.391815,227.675873,123,42,0,0,0,0,0,0,0,0,0,0,24,63,0,0,0,0,0,0,0,47,72,78,89,87,72,50,11,44,64,100,100,100,99,98,79,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.990532,-0.137279,760.7
'2017-06-28 18:00:00+00:00',989.588562,703.097168,503.42926,342.550629,292,169,52,0,0,0,0,0,0,0,0,0,0,9,35,75,127,254,199.190048,216.814316,351.144653,24,100,68,87,66,50,47,33,0,0,2,32,42,38,52,85,100,100,100,100,100,100,100,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,6900,7700,9000,8500,0,-1,-0.989932,-0.14154,430
'2017-06-29 00:00:00+00:00',49,0,0,0,0,0,0,0,0,0,0,30,98,167,307,635,702.029358,404.272492,547.171265,184.685196,136.209503,134.406006,61,38,14,0,0,1,14,34,66,90,100,100,96,86,87,100,100,100,87,97,97,94,99,100,100,100,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,13400,10700,7700,7800,7700,6900,7000,18000,5600,24100,24100,1,-0,-0.989314,-0.145799,0
'2017-06-29 06:00:00+00:00',0,0,0,0,0,32.900002,116,191,424,603.528625,766.438171,547.070068,331.449188,485.316803,401.694641,204.46373,133.905945,97,27,0,0,0,0,0,0,10,64,98,99,78,78,76,85,81,87,84,80,100,99,100,100,100,86,100,100,99,78,42,40,70,24100,24100,24100,24100,24100,24100,24100,24100,20700,10000,12400,16300,20400,20800,8500,7900,8400,10400,9400,24100,24100,18400,18300,2500,18300,0,1,-0.988678,-0.150055,0
'2017-06-29 12:00:00+00:00',54,98,287,548.371033,270.250977,288.070435,291.282501,362.818085,368.020111,220.623154,106,48,31,0,0,0,0,0,0,0,0,0,0,1,11,88,64,36,46,69,85,89,62,95,94,100,100,100,100,100,100,85,34,43,63,81,100,100,100,100,23300,20500,9700,16500,23800,21200,18600,10300,7000,6400,5500,24100,24100,24100,24100,24100,24100,24100,18300,11500,1800,2500,18500,15500,18000,-1,0,-0.988023,-0.154309,267.3
'2017-06-29 18:00:00+00:00',964.162415,868.464356,330.957153,138.005966,366.026306,178,14,0,0,0,0,0,0,0,0,0,0,17,69,251,512,732.507263,400.490265,517.14624,914.670776,27,40,95,100,78,85,86,97,98,65,54,64,100,100,100,100,100,91,99,74,81,47,68,65,44,24100,24100,24100,17500,23900,8400,7200,4700,9600,21900,19400,18300,24100,24100,24100,24100,24100,24100,24100,24100,12500,8100,8200,8900,9600,-0,-1,-0.987349,-0.158559,13.97
'2017-06-30 00:00:00+00:00',7,0,0,0,0,0,0,0,0,0,0,7,9,20,116,168.038788,523.000427,524.003418,196.553848,77.574455,118.067116,90.619308,33,53,54,100,79,80,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,99,89,12700,24100,18500,2300,100,100,100,200,200,200,100,100,200,24100,6300,19700,7700,7300,7300,18500,22500,20000,24100,24100,24100,1,0,-0.986658,-0.162807,0
'2017-06-30 06:00:00+00:00',0,0,0,0,0,2,18,54,47,171,101,155.191071,28.634451,71.784027,111.097626,438.132904,265,157,31,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,73,90,98,100,95,16,4,26,37,40,24100,24100,18500,2800,2600,2000,1900,2500,21000,8400,16300,12000,3000,7300,23600,18300,7300,24100,24100,24100,24100,24100,24100,24100,24100,-0,1,-0.985948,-0.167052,0
'2017-06-30 12:00:00+00:00',52,94,191,476.084473,743.167481,541.497803,656.069946,583.227844,284.13916,204.45404,217.00264,48,31,0,0,0,0,0,0,0,0,0,0,43,219,100,100,100,99,89,88,98,95,100,95,81,95,98,77,16,32,26,62,66,86,27,0,0,0,0,24100,24100,19900,24100,6600,4500,19700,6700,12700,23200,24100,24100,6800,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.98522,-0.171293,169.6
'2017-06-30 18:00:00+00:00',605.291016,756.288208,577,391,38.084454,74,47,0,0,0,0,0,0,0,0,0,0,36.900002,176,362,519,121,631.086304,629.215088,336.885284,95,99,74,81,97,81,52,73,97,99,9,9,28,11,19,15,15,23,30,39,36,73,87,77,70,9900,6100,5300,5600,24100,24100,24100,24100,24100,24100,24100,24100,24100,21600,12600,11200,9500,19300,23700,14100,7000,6700,22600,6100,24100,-0,-1,-0.984474,-0.175531,700.4
'2017-07-01 00:00:00+00:00',44,0,0,0,0,0,0,0,0,0,0,8,42,93,226,428.191956,899.396362,965.554016,984.369385,931.206848,817.205444,603.447266,477.256226,283,89,30,49,85,98,100,100,100,100,100,100,100,100,100,100,100,100,28,0,9,20,30,30,27,35,36,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.983709,-0.179767,0
'2017-07-01 06:00:00+00:00',0,0,0,0,0,10.900001,53,149,404,786.687622,911.314087,980.508423,991.784912,941.31427,837.064392,683.357117,498.060028,289,91,0,0,0,0,0,0,51,78,90,91,85,100,100,100,100,42,0,0,0,0,0,0,0,0,3,22,35,0,6,56,72,24100,18400,2500,2500,100,0,100,800,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.982927,-0.183998,0
'2017-07-01 12:00:00+00:00',71,126,211,347,538,912.485535,962.414612,872.679565,821.466309,641.584045,331.135712,274,90,0,0,0,0,0,0,0,0,0,0,40.900002,218,100,100,100,100,100,41,0,42,25,50,50,27,3,0,0,0,0,0,0,0,0,0,0,0,0,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,-0,-0.982126,-0.188227,464.4
'2017-07-01 18:00:00+00:00',846.521362,890.618103,742.490967,357.019043,200,110,70,0,0,0,0,0,0,0,0,0,0,35.700001,97,174,445,732.072022,857.64679,676.045593,935,85,65,64,94,93,90,58,37,39,21,0,0,3,100,96,56,33,33,100,100,98,72,60,73,46,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.981306,-0.192452,602.8
'2017-07-02 00:00:00+00:00',48,0,0,0,0,0,0,0,0,0,0,20.4,109,234,461,766.359802,767.300842,603.78186,487.070129,133.622147,47.454491,627.749207,486,284,90,0,0,0,0,10,17,52,64,77,100,100,100,100,100,79,34,58,99,97,97,100,55,6,0,0,24100,24100,24100,24100,24100,24100,17600,1900,0,0,0,0,0,0,21800,21900,22100,10500,5900,7600,24100,24100,24100,24100,24100,1,-0,-0.980469,-0.196673,0
'2017-07-02 06:00:00+00:00',0,0,0,0,0,17.200001,81,144,226,399.850006,891.383606,975.601135,985.224793,915.005188,611.326355,556.331726,286.119049,164,70,0,0,0,0,0,0,33,56,89,100,100,100,100,100,100,100,55,1,0,23,53,50,64,62,21,0,11,60,82,100,100,17900,2300,0,0,0,0,0,0,100,17800,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,23800,0,1,-0.979614,-0.200891,0
'2017-07-02 12:00:00+00:00',272,419,613,780,901.735718,907.843811,713.147095,766.884216,523.372437,342,159,170,89,0,0,0,0,0,0,0,0,0,0,11,35,2,2,18,0,0,38,78,70,80,85,71,27,18,27,53,58,68,84,59,47,21,77,75,93,99,24100,24100,24100,24100,24100,20100,13600,17000,18800,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.97874,-0.205104,728.4
